	article_id	wrong_empathy	distress	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_id	demographic_essay	article	empathy
1403	293	2.667	3.75	fear	2.0	6.0	1.0	33.0	75000.0	6.5	7.0	3.0	3.5	2.0	3.714	4.428999999999999	4.857	3.714	304	I am a 33-year-old female of the White race. I have a four-year bachelor's degree and earn 75000 USD. The article about sleep disorders really hits home, because I know more than one person who would be diagnosed with a sleep disorder. All of these people just happen to be overnight workers, too. The fact that the lack of sleep and quality sleep can lead to a higher risk of stroke is very alarming. So many people need to seek help for sleep disorders, because where the disorder itself may not cause major health issues, it can lead to major health issues.	A new review suggests that sleep disorders increase the risk of stroke and affect recovery. The study found a link between sleep breathing problems and stroke risk and recovery, but less evidence for the link between sleep-wake disorders and stroke. People with sleep disorders may be more likely to have another stroke or other health problems. For those with sleep apnea, treatment with a continuous positive airway pressure machine (CPAP) is recommended. A CDC report shows that a significant number of Americans have sleep disorders, indicating a need for public awareness and education about the importance of sleep.	6.2
1100	264	1.5	4.375	fear	2.0	7.0	1.0	52.0	50000.0	7.0	5.5	2.0	7.0	7.0	4.428999999999999	1.571	3.143	4.857	363	I am a 52-year-old female of the White race. I have a postgraduate or professional degree and earn 50000 USD. Just read that due to climate change, hotter than normal temps may be the new normal. In 2013, temps screamed up to 122 F. in Australia, which is frightening. But when you think about who really has the capacity to change this -- which is each individual -- it gets even more frightening. The primary cause of climate change is just too many people, full stop. I do not have much hope that people will stop procreating to save themselves, and this is the biggest tragedy of all.	"This year is on track to be the warmest on record, and if carbon emissions continue to rise, record hot years will become the ""new normal"" by 2025. The damage has already been done, and the global average temperature of 2015 will be the norm by 2040. Extreme seasons will become the norm within decades if emissions continue as usual. However, there is still hope to prevent record-breaking heat at a seasonal and regional level with immediate action on carbon emissions. The Paris climate agreement's proposed emissions cuts are not enough to avoid the worst effects of climate change. To keep global temperature rise under 2 degrees Celsius, emissions need to be slashed by an additional 25 percent by 2030. Despite concerns about President-elect Donald Trump's stance on climate change, world leaders and activists remain committed to battling climate change."	3.2
118	375	7.0	7.0	disgust	1.0	5.0	5.0	27.0	100000.0	7.0	7.0	7.0	7.0	7.0	5.0	1.571	4.428999999999999	5.0	92	I am a 27-year-old male of other gender. I completed a two-year associate degree and earn 100000 USD. Polar bears deserve the respect they deserve. They do not deserve to be treated the way they are now. There's no reason to kill these animals and it disgusts me that humans exist just to cause harm to them. I hope one day there's a collective effort to stop the growing genocide of these gentle and humble creatures.	An increasing number of visitors to Norway's Arctic region have led to more endangered polar bears being killed. Officials in Norway are making efforts to protect the bears.	6.5
916	293	6.332999999999999	1.75	fear	2.0	2.0	1.0	29.0	40000.0	5.0	5.5	2.5	6.0	3.5	3.429	3.143	3.857	5.0	197	I am a 29-year-old female of the White race. I have a high school diploma and earn 40000 USD. It kind of worries me a little bit because sometimes I go through phases where I have a really hard time falling asleep or staying asleep. It's so weird. It happens or no reason and it last's for like 2 weeks and then all of a sudden stops and doesn't happen again for awhile. Sometimes I'm so tired and I really want to fall asleep but I just can't. I try everything, melatonin, warm milk, an eye mask and a fan or white noise but nothing works and then all of a sudden I'm fine again and no problems.	A new review suggests that sleep disorders increase the risk of stroke and affect recovery. The study found a link between sleep breathing problems and stroke risk and recovery, but less evidence for the link between sleep-wake disorders and stroke. People with sleep disorders may be more likely to have another stroke or other health problems. For those with sleep apnea, treatment with a continuous positive airway pressure machine (CPAP) is recommended. A CDC report shows that a significant number of Americans have sleep disorders, indicating a need for public awareness and education about the importance of sleep.	1.0
1561	91	5.332999999999999	6.25	sadness	1.0	4.0	1.0	30.0	30000.0	6.5	6.5	6.5	7.0	6.0	5.0	2.571	4.714	5.0	35	I am a 30-year-old male of the White race. I have completed some college but no degree and I earn 30000 USD. I just can't imagine forcing a child any child let alone your child into such sick sexual acts. I'm a firm believer of every family is different but something like this is appalling in my opinion. And there should never be any grounds of acceptance for such behavior. I commend the victim of these acts, that she was strong and spoke up against her parents. I can't imagine how she felt or how she coped going through such an ordeal. I'm happy that she was able to tell her story and maybe so no one else has to go through it.	A woman appeared on The Dr Phil Show to share her horrifying experience of being sexually abused by both of her parents. The victim, Amanda, revealed that her parents forced her to have sex with them and even made her pose for explicit photographs and videos to sell online. Her mother, Justine, expressed remorse for her actions and admitted to making poor choices. Both parents were charged with sexual assault and exploitation and received 20-year prison sentences. Amanda also claimed that her mother coached her sexually and was a willing participant in the abuse. Despite the trauma, Amanda's parents would continue with normal family life after the abuse. Amanda has struggled to come to terms with the fact that her parents are now out of prison. Her father, Jim, has yet to apologize to her and has been described as manipulative. Justine blamed their behavior on money, stating that Jim discovered the profitability of child pornography. The episode has sparked discussions about child abuse and pedophilia on social media, with viewers expressing their horror and disgust.	6.5
739	167	4.833	2.25	sadness	1.0	6.0	5.0	28.0	45000.0	5.5	5.0	2.0	6.5	6.0	4.2860000000000005	1.429	2.857	3.857	174	I am a 28-year-old male of the Asian/Pacific Islander race. I have obtained a four-year bachelor's degree and my annual income is 45000 USD. I feel really bad for these orangutans. They must have been treated so bad to be in the condition they are in when they were found. Those things should never have been bought and trades and put in a domesticated situation. It's good that they're being taken care of. Hopefully they can recover and go back to where they came from.	An infant orangutan named Dina was confiscated from an illegal trader and taken to the Sumatran Orangutan Conservation Programme (SOCP) for care. Within 24 hours, Dina collapsed and was diagnosed with meningitis, leaving her paralyzed and blind. She is currently receiving intensive care and treatment, but her future is uncertain. The SOCP's mission is to protect and conserve the critically endangered Sumatran orangutan through various efforts. They aim to provide the highest level of care for orangutans like Dina and rely on support to continue their work.	6.5
652	365	6.0	3.375	anger	1.0	3.0	1.0	33.0	58000.0	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	22	I am a 33-year-old male of the White race. I completed Technical/Vocational school and earn 58000 USD. So they are trying to expand a runway at Heathrow airport in London which will destroy over 700 peoples homes. This is just crazy to me and I hope that it never actually happens and that the people who live there can fight it. It just seems to me that this is just another case of government over reach. These politicians are probably going to benefit financially somehow from this deal . It is the only explanation that makes any sense to me. Why else would you destroy a whole community?	"The UK government has approved the construction of a new runway at London's Heathrow airport, despite concerns about air pollution, noise, and the destruction of hundreds of homes. The decision is seen as a way to show that the country is ""open for business"" after the Brexit vote. The government rejected other options for expanding airport capacity and the decision will now be studied further and voted on by Parliament. Construction is expected to take years and could cost 2.6 billion pounds. Critics argue that the expansion is catastrophic for the environment and local community."	3.2
1000	310	2.667	6.0	sadness	1.0	4.0	1.0	64.0	27000.0	6.5	7.0	4.0	6.5	5.5	4.143	1.714	4.714	4.571000000000001	63	I am a 64-year-old male of the White race. I have completed some college but no degree and earn 27000 USD. This article highlights the fact that although we may have profound faith in the goodness of human nature, we never know when a killer is walking among us. The recent spate of mass shootings at schools and other locations underline the presence of disturbed people in our midst. Besides defending ourselves, we need to ask ourselves what in our society is provoking this disturbing behavior. Certainly the ubiquity and ease of acquiring guns is one cause, but there may be others that need attention as well.	A suspected serial killer in Anchorage, Alaska was stopped by a police officer who was responding to a theft complaint. The officer, Arn Salao, was shot multiple times by the suspect, James Dale Ritchie, but managed to return fire and fight off his assailant. Another officer arrived at the scene and also fired at Ritchie, killing him. Ballistics tests revealed that the gun Ritchie used was the same one used in five other homicides in Anchorage in 2016. Ritchie had prior arrests for drugs and burglary and had recently returned to Alaska from West Virginia. Two of the victims linked to Ritchie's gun were identified as Jason Netter Sr. and Brianna Foisy, who were found dead in July. Another two victims, Bryant De Husson and Kevin Schuyler Turner, were found dead in August. The motive behind the killings is unknown, and it is unclear if Ritchie knew any of the victims. The police believe that the chance encounter between Officer Salao and Ritchie may have saved countless lives. Two other unsolved double homicides in Anchorage have not been linked to Ritchie.	6.2
1310	396	4.167	3.75	neutral	1.0	4.0	1.0	30.0	79000.0	7.0	7.0	5.5	7.0	7.0	5.0	2.0	4.571000000000001	5.0	38	I am a 30-year-old male of the White race. I have completed some college but no degree and earn 79000 USD. Wildfires in the western area of North Carolina, in the Appalachian mountains, can get so large they can be seen from space. In fact, some of the wildfires in neighboring southern states can produce enough smoke to cover areas of South Carolina. Despite not actually having a fire there, the smoke can get so thick that it takes heavy rain to make it dissipate.	Wildfires from Tennessee, Georgia, and North Carolina are causing a smoky haze in South Carolina. A cold front and drought conditions are contributing to the spread of the fires. The smoke is not expected to dissipate until there is rain or the fires are controlled. The wildfires in western North Carolina are so large they can be seen from space. The National Oceanic and Atmospheric Administration reported that January through October 2016 was the second warmest period in 122 years.	3.2
123	386	4.0	1.0	neutral	1.0	4.0	1.0	44.0	35000.0	7.0	7.0	7.0	7.0	7.0	5.0	1.429	4.0	4.857	56	I am a 44-year-old male of the White race. I completed some college but have no degree and earn 35000 USD. Remember that story that I told you about my neighbor Paul from my old neighborhood and how he had served in IRAQ and had come home and had PTSD?  I found this article that explains it pretty good and think you might be interested in reading it to deal with the new coworker that you have that has similar issues.	"PTSD is a misunderstood and stigmatized disorder that affects many veterans. It is estimated that 8 million Americans suffer from PTSD, with rates among Vietnam War and Iraq War veterans being particularly high. The negative connotations surrounding PTSD prevent many veterans from seeking help. Veterans want others to know that referring to them as ""weak"" is ignorant, as war experiences are incomprehensible to those who haven't lived through them. PTSD symptoms can be masked and go unnoticed, making it difficult to recognize. Many PTSD sufferers suffer in silence, fearing judgment and trying to appear strong. Contrary to popular belief, PTSD does not make individuals violent. Recovery from PTSD is possible, and veterans encourage others to seek help and know that they are not alone."	4.2
987	8	2.5	1.125	sadness	2.0	2.0	1.0	41.0	69000.0	7.0	1.5	2.0	7.0	6.5	3.429	2.4290000000000003	1.0	4.571000000000001	206	I am a 41-year-old female of the White race. I have a high school diploma and earn 69000 USD. What a tragedy this is! I feel so bad for all the owners who lost their pets in that situation. Pets are like members of your family, and losing a pet is no different. My heart goes out to all of the people who are effected by this. There is nothing this business can do to bring  back the animals that died and ease the owners suffering. Hopefully they never let something like this happen again.	Management and ownership at a Saskatoon dog kennel were warned about multiple serious problems with their animal care methods before the death of 14 large breed dogs. The kennel was warned about ventilation problems, among other issues, by a certified master trainer and kennel care expert. The SPCA also received a copy of the complaints but is unable to pursue them due to lack of power. The dogs died of heat exhaustion after a malfunction in the building's heating system caused the room they were in to become excessively hot. The kennel manager expressed remorse and stated that the upper-floor room where the deaths occurred has been closed off. The kennel will remain open. The kennel had previously received positive reviews from customers, but the trainer who raised concerns said that customers don't see the full picture. The trainer quit after management refused his suggestions and took his list of concerns to the SPCA. The SPCA is part of a coalition urging the provincial Ministry of Agriculture to reform legislation to better protect animals.	6.5
1648	290	4.667	4.75	fear	2.0	6.0	1.0	56.0	119000.0	6.0	5.5	5.0	6.0	6.0	3.857	2.143	3.714	3.571	333	I am a 56-year-old female of the White race. I hold a four-year bachelor's degree in education and earn 119000 USD. The shark attack described was distressing.  I'm glad to know that the victim is okay.  There is something about shark attacks that seems so unexpected and primal...really frightening.  At the same time I can appreciate how people want to protect the natural wildlife in the area.  Its a tough call.  I know the measures they take will never be perfect.  I guess I'm on the fence about what they're doing to protect the sharks.	"A man in Australia escaped with cuts to his leg after a shark collided with his surfboard near Byron Bay. The incident led to the closure of local beaches for 24 hours. The shark emerged from under the man while he was waiting for a wave, causing minor lacerations to his leg. The type of shark involved is unknown. This attack follows a similar incident in the same area a few weeks ago. The New South Wales coast has seen 14 unprovoked shark attacks in 2015, with a hotspot from Evans Head to Byron Bay. Efforts to control shark populations have been challenging, with a recent shark eco-barrier trial being canceled due to rough sea conditions. The government plans to increase tagging and relocation of sharks using ""smart drumlines"" to catch them. Shark attacks are on the rise due to the popularity of water sports and the movement of bait fish closer to shore, although fatalities are still rare."	4.5
805	236	3.833	4.5	joy	1.0	6.0	1.0	32.0	10000.0	5.5	5.5	6.5	5.5	5.5	3.429	4.0	2.857	3.286	114	I am a 32-year-old male of the White race. I have a four-year bachelor's degree and earn 10000 USD. Nothing is ever compatable to the support of people who are willingly happy to show their support and love to Trump. Although sometimes it is hard to think how impossible it is to agree with what Trump's want for the country. Supporting this kind of big event is always remarkable and will always be remembered by people.	The North Carolina Republican Party has condemned the Ku Klux Klan (KKK) for planning a parade to honor President-elect Donald Trump's victory. The KKK's official newspaper had previously expressed support for Trump. The Trump campaign quickly denounced the parade and reiterated their disavowal of hate groups. This is not the first time Trump has faced criticism for his response to white supremacists, as he was hesitant to disavow support from former KKK leader David Duke during the campaign.	3.2
1326	83	4.0	4.25	surprise	5.0	7.0	3.0	34.0	100000.0	5.5	4.0	6.0	5.5	5.5	4.0	1.857	2.857	4.143	368	I am a 34-year-old individual of the Black or African American race. I have a postgraduate or professional degree and my income is 100000 USD. I am really shocked by our current healthcare system.  I just read an article that informed me that something as simple of hand washing can prevent hundreds of deaths and disability for US infants.  Why isn't this common knowledge.  I am really disappointed.  It may not be a majority of children who are at-risk or afflicted, but for the few children who are , this information would have been everything.	Cytomegalovirus (CMV) is a viral infection that poses a greater threat to infants in the United States than Zika, but it is rarely discussed. CMV can cause permanent disabilities such as hearing loss, microcephaly, intellectual deficits, and vision abnormalities in up to 20% of infected infants. There is no vaccine or standard treatment for CMV, but there are hints that antiviral drugs may benefit some newborns. CMV is transmitted through contact with saliva and urine, often from diaper-wearing children to adults. Pregnant women often get it from toddlers, especially those in day care. However, few women are warned about this infection, and less than half of obstetrician-gynecologists provide information on how to avoid CMV. Some experts argue that education campaigns and infant screening for the infection should be carried out to prevent the devastating effects of CMV. Routine screening of newborns for CMV is being pushed to identify those who are infected early and provide them with necessary tests and treatment. A recent study found that infants with CMV symptoms at birth who took an antiviral drug for six months had better hearing and cognitive skills at 2 years. However, it is not yet known if antiviral medication is safe and effective for babies with only hearing loss as a symptom. CMV infection can have long-term effects on a child's development, and the full extent of these effects may not be known until the child is in school.	6.5
1318	220	2.167	1.625	anger	1.0	5.0	4.0	40.0	70000.0	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286	91	I am a 40-year-old male of Native American or American Indian descent. I have completed a two-year associate degree and earn 70000 USD. In Moldovan, the lady running for president is being discriminated against in a very public way. They are saying just because she's not married, she is unqualified to lead the country. They care more about her personal business than her politics. It's a shame they are acting so backwards toward her. It makes me want to cheer for her just to spite them. I hope the rest of the world catches up to the idea everyone should be treated equally.	"Maia Sandu, a presidential candidate in Moldova, is facing criticism for being a single woman. Former President Vladimir Voronin, who is chairman of the communist party, stated that presidential candidates should be married and campaign with their spouses. He refused to even shake Sandu's hand, calling her a ""betrayal of family values"" and a ""national disgrace."" Bishop Marchel, a leader in the Moldovan Orthodox Church, also attacked Sandu, claiming that her attitude towards Christian morality diverges from normal principles. Sandu defended herself, stating that being a single woman is not a shame. Voronin also criticized Sandu's opponent, Igor Dodon, but implied that Dodon is a preferable choice. Sandu has campaigned on a pro-European Union platform, while Dodon aligns his views with those of U.S. President-elect Donald Trump. The presidential election in Moldova will have a runoff vote on November 13."	6.5
488	404	3.333	2.5	sadness	1.0	2.0	1.0	23.0	27000.0	5.0	5.5	1.0	4.5	5.0	4.0	2.714	3.429	3.429	1	I am a 23-year-old male of the White race. I have a high school diploma and earn 27000 USD. That is really sad to hear. It's awful that cars can be so unsafe and sometimes people forget how easy it is to get into an accident if everyone isn't careful and observant. It said this happened at 6:30pm so I wonder if maybe the sun was shining right in someone's eyes because that has happened to me at sunset and I could barely see. It's difficult to pull over and stop in those conditions as well.	A woman was critically injured in a traffic collision in Prince George's County. The crash involved three cars and occurred at Piscataway and Tippett Roads in the Clinton area.	4.2
990	324	1.0	1.25	anger	2.0	2.0	1.0	41.0	69000.0	7.0	1.5	2.0	7.0	6.5	3.429	2.4290000000000003	1.0	4.571000000000001	206	"I am a 41-year-old female of the White race. I have a high school diploma and earn 69000 USD. Once again, another group of innocent people negatively impacted by this buffoon and his horrific policies and his agenda. It still floors me that this immoral idiot is now the President of the United States. I've lost all respect  for our government and the government ""officials"" who run our country."	Teach for America, an organization that recruits and trains teachers for schools serving underprivileged students, is preparing for the potential end of the Deferred Action for Childhood Arrivals (DACA) program under the Trump administration. The organization has 146 teachers who are not documented citizens and are protected under DACA. Viridiana Carrizales, who planned for a Trump presidency, has developed a plan to help these teachers relocate and navigate immigration issues. Teach for America got involved in immigration policy in 2012 when they lobbied for the DREAM Act. When DACA became an option in 2014, Teach for America provided resources to help aspiring teachers go through the approval process. The status of these teachers is causing concern for the organization's top executive, Elisa Villanueva Beard. Teach for America teachers with DACA status also have undocumented students in their classes and discuss these issues in a private Facebook group. Carrizales, who came to the US illegally from Mexico, worries about the 146 DACAmented teachers and their families. Despite the sadness and fear among the teachers, there is a sense of resilience and determination to come through stronger.	4.2
551	218	3.667	5.125	anger	1.0	4.0	1.0	37.0	150000.0	6.5	3.5	5.0	1.0	1.0	2.714	3.429	3.143	2.571	48	"I am a 37-year-old male of the White race. I have some college education but no degree and my income is 150000 USD. So remember the Flint MI water problem from years back? The one where the idiots decided to use their own water supply from a dam which leaked led. Well apparently now the government is flipping out that its a nationwide problem. Or should I say the ""scientists"" are flipping out since we have never heard of lead in the water anywhere outside of the Flint MI disaster"	A new report by the Natural Resources Defense Council (NRDC) reveals that over 18 million Americans are supplied with drinking water that violates federal laws on lead content. The report states that the water crisis in Flint, Michigan is not an isolated incident, and that violations of national rules protecting against lead contamination are widespread. The NRDC's analysis of Environmental Protection Agency (EPA) data shows that 5,363 water systems, serving more than 18 million people, breached the federal Lead and Copper Rule in 2015. These violations include inadequate testing for lead and insufficient treatment to prevent lead from leaching into the water supply. The violations occurred in almost every state, with 1,110 community water utilities providing water that exceeded the EPA's actionable limit for lead. Despite the widespread failure of water suppliers, very few were punished by the EPA last year. Of the over 8,000 violations, enforcement action was only taken against 11% of cases, and penalties were sought for just 3% of violations. The EPA has acknowledged the challenges in compliance with the Lead and Copper Rule and has intensified work with state drinking water programs. However, a revised rule will not be implemented until 2017 at the earliest. The NRDC emphasizes that unsafe drinking water is a national problem that requires a national solution. The failure of the system to detect violations is highlighted by the fact that Flint was not considered in violation of the Lead and Copper Rule last year, despite the well-known water crisis. The CDC has reported that lead levels in the blood of Flint children significantly increased after the city switched its water supply. The NRDC also revealed that water utilities often manipulate test results to downplay lead levels. The Guardian has reported that at least 33 US cities have used methods to mask the true level of lead in water tests. The report raises concerns about the extent of the issue and calls for a coordinated effort at all levels to prevent future crises.	1.2
186	205	4.0	3.75	neutral	2.0	5.0	4.0	26.0	45000.0	4.5	3.5	4.5	5.5	3.0	3.429	2.857	2.714	3.0	277	I am a 26-year-old female of Native American or American Indian descent. I have completed a two-year associate degree and earn 45000 USD. I am one for not giving your potential mate any reasonable doubt. For example if Tanaka (Mariah Carey's backup dancer) made her fiance uncomfortable he should have been axed in the beginning of the relationship. I also do not think it supports security all the time either. I think that if you  value that mate there should definitely be sacrifices made in regards with relationships.	Mariah Carey was seen having dinner with her backup dancer, Bryan Tanaka, at Nobu in Malibu. This comes after her ex-fiancé, James Packer, had a confrontation with Tanaka in Mariah's dressing room and got him banned from Caesar's Palace. Mariah and James had a messy breakup, with Mariah accusing him of mistreating her assistant on a yacht in Greece.	3.2
1319	328	2.333	1.875	neutral	1.0	5.0	4.0	40.0	70000.0	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286	91	I am a 40-year-old male of Native American or American Indian descent. I have completed a two-year associate degree and earn 70000 USD. I just read an article about the presidential campaign trail that focused on how sexist one of the candidates is. It's important that these issues are brought up, especially when it's on a national stage like this. I'm glad to hear people are publicly voicing their concerns and even revealing the troubling incidents they went through involving sexism. I hope after this political race is over, we can all reflect and learn to treat each other better.	"Multiple studies show that Trump's sexist rhetoric can have a significant impact on thinking, stress, and self-esteem. Women have expressed feeling gross and objectified by his comments, and even trauma victims have been distressed by his behavior. Trump's defense that his words are ""just words"" or ""locker room talk"" does not render them harmless, as rude language can impair cognition and lead to less creative thinking. Uncivil political discourse, especially in a presidential debate, undermines trust in government and discourages women from running for office. Discriminatory speech has negative consequences for women, leading to anger, depression, and lower self-esteem. Different types of discrimination can compound each other, with women of color experiencing even greater harm. Trump's candidacy exposes the bleak state of gender relations in the US and raises questions about how sexism will be taken seriously in the future."	6.5
1357	158	4.833	3.875	joy	2.0	6.0	1.0	66.0	75000.0	5.5	4.0	7.0	6.5	5.5	3.571	2.4290000000000003	4.428999999999999	4.571000000000001	339	I am a 66-year-old female of the White race. I completed a four-year bachelor's degree and earn 75000 USD. To all those with family members deployed in Iraq: God bless your military members who are currently trying to free Mosul from ISIS control. May they rescue and help those poor civilians that ISIS has taken as human shields. May both the US and Iraqi troops and those being held captive be kept safe.	ISIS has executed 232 people near Mosul and taken tens of thousands as human shields against advancing Iraqi forces, according to the United Nations. The terror group carried out mass killings as punishment for defying its orders. Since October 17, ISIS has taken tens of thousands of men, women, and children from the outskirts of Mosul into the city, intending to use them as human shields. Iraqi forces have launched an operation to cut ISIS supply lines west of Mosul. Reports indicate that ISIS has abducted thousands of families from various areas. The use of human shields is a violation of international humanitarian law. The UN High Commissioner for Human Rights condemned ISIS's strategy and urged those fighting ISIS not to carry out revenge attacks. The Mosul operation has already displaced thousands of people, and camps have been set up to accommodate them. Civilians continue to flee despite the risks involved.	6.5
28	295	3.167	3.5	sadness	1.0	6.0	5.0	25.0	45000.0	4.0	5.5	3.5	5.0	6.0	3.857	3.286	2.857	3.143	171	I am a 25-year-old male who is Asian/Pacific Islander. I hold a four-year bachelor's degree and my income is 45000 USD. Felt bad reading the article because tons of people are losing basically their lives. The wild fires are destroying their farm, things, and even their animals. Without all of those things they cant have a proper living through buying and selling crops or animals. I hope we can donate to an organization nor something to help them	Wildfires near the Georgia-North Carolina line have led to evacuations and the need for residents to wear masks outdoors. The largest wildfire has burned over 13,000 acres and is only 20% contained. Special health masks are being distributed in North Carolina as regular surgical masks do not provide enough protection from smoke particles. Despite the smoke, the Charlotte Marathon was able to proceed as planned. Many of the wildfires are suspected arsons, with a dark blue SUV being sought in one case. In Tennessee, 72% of active wildfires are suspected arsons. In North Carolina's Nantahala National Forest, over 20 wildfires are being investigated for suspected arson. The federal government has approved funding to fight the fires in western North Carolina. In South Carolina, residents are being asked to donate drinks to help firefighters battling a wildfire.	6.5
953	105	4.167	3.5	neutral	1.0	4.0	2.0	27.0	35000.0	6.0	6.0	2.0	6.0	5.5	2.857	2.0	2.286	3.0	66	I am a 27-year-old male with a high school diploma. I am of Hispanic or Latino race and I earn 35000 USD. Hey just wanted to share this article with you and let you know some thoughts/feelings about it. I know that we have talked before about the importance of vaccinations, and if it is safe for kids to get them. I think this story really made me think about that and brought fourth some really interesting facts and data that make you see how it is changing and hurting different parts of the world. I feel that kids should receive these vaccinations as they are a easy way to help and protect people all over the world rather than taking a risk.	Despite significant progress in global vaccination efforts, measles still claims the lives of more than 350 children daily, according to a report by UNICEF, the World Health Organization, and other health agencies. The report emphasizes that the fight against measles is hindered not by a lack of tools or knowledge, but by a lack of political will to ensure every child is immunized. While vaccination campaigns and increased routine vaccine coverage have saved millions of lives, there are still countries where a majority of children are not vaccinated. The Democratic Republic of Congo, Ethiopia, India, Indonesia, Nigeria, and Pakistan account for half of all unvaccinated babies and 75% of measles-related deaths. Outbreaks of measles in various countries, caused by gaps in immunization, remain a significant problem. The report highlights the need to immunize young people who have missed out on vaccinations and notes that measles tends to resurge during conflicts or humanitarian crises.	6.2
411	192	1.6669999999999998	1.375	anger	1.0	4.0	1.0	45.0	40000.0	6.0	4.0	2.5	5.5	6.0	2.143	1.857	3.0	2.4290000000000003	58	I am a 45-year-old male of the White race. I have completed some college but do not have a degree. I earn 40000 USD. Whenever kids are involved in a nasty breakup there are never any winners. The person who gets the short end of the stick in this case will probably be the child who will be forced to split time and maybe even countries between the two parents. People should try and consider the child's feelings before using them as pawns in a custody fight.	"Lena Headey, known for her role in ""Game of Thrones,"" is involved in a custody battle with her ex-husband over their 6-year-old son. They had initially agreed to share joint custody in England, but her ex-husband now wants their son to live with him in Los Angeles. Lena has offered various compromises, but he has rejected them. The case will now be decided by a judge."	6.2
1504	373	1.0	7.0	sadness	1.0	7.0	3.0	30.0	145000.0	6.5	5.0	6.5	7.0	7.0	4.571000000000001	2.714	3.857	4.428999999999999	195	I am a 30-year-old male of the Black or African American race. I have earned a postgraduate or professional degree and my income is 145,000 USD. Heyy! Although this story is sad, I found it definitely alarming and should serve as an example on how this obsession with selfies needs to stop. Apparently, a guy was killed by a python because he was trying to take a good selfie. I think he was one of those people who like to take selfies doing something daring	A viral video shows a man being attacked by a python while taking a selfie. The man had rescued the snake from a hotel in northwestern India.	3.2
1785	10	5.0	2.625	sadness	2.0	4.0	1.0	50.0	48000.0	5.5	5.0	5.0	6.0	5.5	3.857	2.571	3.714	4.143	242	I am a 50-year-old female of the White race. I have some college education but no degree and my income is 48000 USD. So tragic and sad that this police officer was just doing his job and now he's gone and his family is left to grieve his loss. I hope they figure out who did this and serve justice to the fullest extent.  It sounds like it could be one of the people they found dead, though.  I guess we'll find out later.	One police officer was killed and another was wounded in a shooting in western Pennsylvania. The officers were responding to a domestic dispute when they were ambushed. A man and a woman were later found dead in a nearby home. The officer who was killed was identified as Scott Leslie Bashioum. The other officer was flown to a nearby trauma center, but there is no update on their condition. Local schools were canceled while SWAT officers searched for the suspect. The governor of Pennsylvania expressed his condolences. This incident adds to the increasing number of police officers killed by firearms in 2016.	6.2
1495	18	4.0	6.25	sadness	2.0	4.0	1.0	35.0	90000.0	5.0	3.5	3.5	6.0	3.0	4.857	3.857	4.2860000000000005	5.0	234	I am a 35-year-old female of the White race. I have completed some college but do not hold a degree and earn 90000 USD. I just read an article about two US Military personals being shot in Jordan. I have so many emotions running through me. I am sad about the loss of lives. I am in disbelief. How could this happen? The article said they do not believe it was a terrosit attack so that makes me feel relieved, but still worried. US is there to assist Jordan for training. Why our are people being attacked?! The article said they failed to stop at the entrance so I do not know if maybe it was a miscommunication. I am confused to what actually happened. From what I read there was an attack on Jordan when they just drove and barralled through their border so they are on high alert. My heart goes out to all of those involved and I am sad. But why on earth would they think that the US military personal are planning	Three U.S. military trainers were killed in Jordan when their vehicle failed to stop at the gate of a military base and security forces opened fire. The incident occurred at the King Faisal Air Base, and the cause is currently under investigation. Jordan is a close ally of the United States and is part of the U.S.-led coalition fighting the Islamic State in Syria. The U.S. Embassy in Amman stated that they are in contact with Jordanian authorities and do not believe the incident was terrorism-related. The King Faisal base is used for joint exercises and training Western-backed Syrian rebels. There are over 1,000 U.S. military personnel based in Jordan, primarily serving as advisers. Jordan's military has been on high alert since a deadly attack in June 2016.	6.2
682	403	5.0	6.25	disgust	2.0	6.0	1.0	40.0	31000.0	6.0	4.5	1.0	7.0	5.0	3.714	2.286	4.0	4.2860000000000005	319	I am a 40-year-old female of the White race. I have a four-year bachelor's degree and earn 31000 USD. This is just sick. It kills me that this lady is a parent. I am more confused that the step-father had no idea. I doubt after moving to multiple houses that you would not have noticed something was off. I mean you never went into these closets? The biggest issue here though is that this woman thought she would rid herself of a problem because of social services checking in on her. It is disgusting. I am surprised the other kids survived. They all must have lived in fear of this lady. Makes me so mad people kill kids.	A woman in Los Angeles allegedly locked her 11-year-old son in closets for three years before he died. Teachers at his school had expressed concerns about his well-being, but social workers found no cause for alarm. The boy's stepfather believed he was living in Mexico until the mother revealed that he had died. The boy's body was found in a closet, severely malnourished and covered in pressure sores. The mother has been charged with murder and child abuse. The family lived in a one-bedroom house, with the boy kept hidden in closets and sedated with sleep medications. The other children in the family were aware of the situation but concealed it from their stepfather. The stepfather was devastated upon learning the truth and called the police. A public memorial was held for the boy, and the stepfather vowed to continue telling his story to prevent similar cases from happening again.	4.2
