article_id	empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_id	demographic	demographic_essay	article
27	6.5	4.125	Hey dude did you see that article that come out about police torture in chicago? It's pretty crazy and damning - it's one thing to know this kinda thing has been going on but its another thing to see all of these actual documents talk about willingly torturing people AND that it's still going on today. How disgusting.	disgust	1	7	1	30	75000	7.0	4.0	1.5	3.5	6.5	2.0	1.571	1.143	2.0	183	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD.	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD. Hey dude did you see that article that come out about police torture in chicago? It's pretty crazy and damning - it's one thing to know this kinda thing has been going on but its another thing to see all of these actual documents talk about willingly torturing people AND that it's still going on today. How disgusting.	The Chicago Police Department is facing a digital archive that documents two decades of torture by its officers. The archive, called the Chicago Torture Archive, contains over 10,000 documents related to cases of torture between 1972 and 1991. These cases involved over 100 black men who were tortured by police officers to force confessions or intimidate witnesses. The archive, which will be housed at the University of Chicago, includes interrogations, trial files, journalism works, and records of activism. The launch of the archive coincides with recent efforts in Chicago to address police misconduct, including the passing of the Reparations for Burge Torture Victims ordinance. The archive's director hopes that the lessons learned from these cases can inform and inspire young activists. While the archive provides a comprehensive resource for studying the cases, there are concerns about privacy and whether victims and their families were made aware of the archive's existence. Despite these concerns, the archive is seen as an essential tool for academics, researchers, and historians to understand this dark chapter in Chicago's history. It also presents an opportunity for the police department to mend relationships with residents and increase transparency and accountability.
132	3.2	3.625	Did you see this article about the protest in MI? It's so crazy how divisive the country has become over the election and how president tump's doing. What used to be considered rare and unacceptable seems now to become the norm, since all the crazy things trump says and does. Throwing a firecracker into a crowd? Who does that and think's its acceptable? People these days are getting very crazy.	surprise	1	7	1	30	75000	7.0	4.0	1.5	3.5	6.5	2.0	1.571	1.143	2.0	183	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD.	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD. Did you see this article about the protest in MI? It's so crazy how divisive the country has become over the election and how president tump's doing. What used to be considered rare and unacceptable seems now to become the norm, since all the crazy things trump says and does. Throwing a firecracker into a crowd? Who does that and think's its acceptable? People these days are getting very crazy.	A group of mostly black University of Central Missouri students protesting Donald Trump and the racial climate on campus were targeted with fireworks. The incident occurred while about a dozen white students supporting Trump gathered at the edge of the crowd. One protester claimed to have been spat on and subjected to a racial slur. University police were unable to find the person responsible. This protest is one of many happening across the country.
183	1.2	1.75	Z did you hear?? Kate beckinsale and len wiseman broke up!!!! I can't believe it. What happened? I'm distraught. At least they don't have any kids so they don't have to put them through that whole thing about divorce. But I mean come on, she can barely even wait to get back out there, WITHOUT her wedding ring??? Jeeze. Sad.	sadness	1	7	1	30	75000	7.0	4.0	1.5	3.5	6.5	2.0	1.571	1.143	2.0	183	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD.	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD. Z did you hear?? Kate beckinsale and len wiseman broke up!!!! I can't believe it. What happened? I'm distraught. At least they don't have any kids so they don't have to put them through that whole thing about divorce. But I mean come on, she can barely even wait to get back out there, WITHOUT her wedding ring??? Jeeze. Sad.	Kate Beckinsale's husband, Len Wiseman, has filed for divorce citing irreconcilable differences. Both parties have waived any right to spousal support, indicating the presence of a prenuptial agreement. The couple, who married in 2004 and have no children together, had their marriage on the rocks since November when Len was seen with model CJ Franco and Kate was spotted without her wedding ring on the red carpet.
320	4.2	2.625	Did you see the article about the attack in the mall in MI? Can you imagine, just minding your own business, and then this guy dressed as a security guard starts stabbing people, yelling something about Allah??? Thank GOD there was an off duty cop there to stop him, or imagine how long he could have gone on for? This is getting crazy. We've gotta do something. I don't want to be worried about my safety just going to the mall.	fear	1	7	1	30	75000	7.0	4.0	1.5	3.5	6.5	2.0	1.571	1.143	2.0	183	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD.	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD. Did you see the article about the attack in the mall in MI? Can you imagine, just minding your own business, and then this guy dressed as a security guard starts stabbing people, yelling something about Allah??? Thank GOD there was an off duty cop there to stop him, or imagine how long he could have gone on for? This is getting crazy. We've gotta do something. I don't want to be worried about my safety just going to the mall.	The suspect behind the mall attack in Minnesota has been identified as 22-year-old Dahir Aden, a Somali-American student. He stabbed nine people at a shopping mall before being shot and killed by an off-duty police officer. Aden's family first learned of his death from the police, and authorities have not formally identified him as a suspect. Aden's father described him as an honors student with no history of violence. The Somali community expressed fears of backlash and called for unity. The Islamic State claimed responsibility for the attack, but authorities are still investigating any potential links to foreign terrorist organizations. The off-duty police officer was praised for his heroic actions in ending the attack.
346	3.2	2.0	Firstly let me say that she was NOT asking for it just by wearing expensive jewelry. The same people who believe that are those who believe women are ASKING to be assaulted just by wearing provocative clothes; disGUSTING. Secondly, let me just say that I respect Khloe for expressing her love and not being afraid of all the HATERS out there. Respect.	disgust	1	7	1	30	75000	7.0	4.0	1.5	3.5	6.5	2.0	1.571	1.143	2.0	183	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD.	I am a 30-year-old male of the White race. I hold a postgraduate or professional degree and earn 75000 USD. Firstly let me say that she was NOT asking for it just by wearing expensive jewelry. The same people who believe that are those who believe women are ASKING to be assaulted just by wearing provocative clothes; disGUSTING. Secondly, let me just say that I respect Khloe for expressing her love and not being afraid of all the HATERS out there. Respect.	The internet is criticizing Khloe Kardashian for posting a photo of her hand with her rumored boyfriend, Tristan Thompson, showing off their expensive jewelry. People are concerned that Khloe is putting herself at risk of being robbed, following her sister Kim Kardashian's recent robbery in Paris. Kim has since stopped sharing her wealth on social media, but her sisters continue to do so. It is unclear when Kim will return to social media, but her absence is costing her up to $1 million per month.
72	6.5	5.875	I just read about the Elephants being killed for their ivory. It is such a sad thing that these elephants can't be protected by all nations. I think we should try to do more. Maybe do some research and see if we can help. I would sure hate to see elephants disappear and that is the way things are going right now. It would be a shame to lose these beautiful animals, just because of ivory.	sadness	2	2	1	63	35000	6.0	7.0	7.0	6.5	7.0	3.857	1.0	2.0	5.0	210	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD.	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD. I just read about the Elephants being killed for their ivory. It is such a sad thing that these elephants can't be protected by all nations. I think we should try to do more. Maybe do some research and see if we can help. I would sure hate to see elephants disappear and that is the way things are going right now. It would be a shame to lose these beautiful animals, just because of ivory.	At a global wildlife summit, a bid to provide the highest level of international legal protection to all African elephants was defeated. However, new measures were passed to add vital protection for elephants, including the closure of legal ivory markets within nations and tougher measures to deal with nations failing to control poached ivory. The debate over elephant poaching has divided African countries, with some arguing that making money from ivory sales and trophy hunting is necessary for protection, while others believe that poaching and the illegal ivory trade pose the greatest threat. Most African elephants already have the highest level of international legal protection, but elephants in Namibia, South Africa, Zimbabwe, and Botswana have a lower level of protection. A proposal to upgrade these populations to the highest level of protection was defeated. The EU and some scientific and conservation groups opposed the upgrade, arguing that it did not meet the biological criteria. The issue of cutting the demand for ivory and better enforcement against poachers were highlighted as key solutions.
149	1.2	2.875	I read this article about what black people think. It is crazy that they still believe they are being targeted by the police. Can you believe in this day and age they still believe that. The difference between why more black people get shot is more of them do crimes. Add to the fact that black families tell their kids not to trust the police. Don't run, Don't fight back and do what the police officer says and you have a lot great chance of not getting shot. I can't stand these black people who feel like they have it so bad here. Let them try living back in Africa and see how they like that.	anger	2	2	1	63	35000	6.0	7.0	7.0	6.5	7.0	3.857	1.0	2.0	5.0	210	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD.	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD. I read this article about what black people think. It is crazy that they still believe they are being targeted by the police. Can you believe in this day and age they still believe that. The difference between why more black people get shot is more of them do crimes. Add to the fact that black families tell their kids not to trust the police. Don't run, Don't fight back and do what the police officer says and you have a lot great chance of not getting shot. I can't stand these black people who feel like they have it so bad here. Let them try living back in Africa and see how they like that.	Protesters in Charlotte, North Carolina are demanding an end to racism and systemic oppression. They believe that true change can only happen by completely abolishing incarceration and the police department. They emphasize the importance of education and awareness about racism and injustice. The protesters argue that black lives need to matter for all lives to matter. They also call for more understanding of the justice system and individual rights. Some protesters highlight the historical context of racism in America and stress the need for new tactics to achieve liberation. They criticize the hypocrisy of the nation and compare the struggle for racial equality to the American Revolution.
219	3.2	1.0	Did you see where that Australian hiker found after 2 weeks in Malaysian jungle. He only had one day of food with him. He lived on berries and stuff. I think I could survive in the woods like that. I know a lot about native plants so I would do pretty good. Of course as long as it wasn't some place cold. The jungle would be hard but only if there are wild animals that would like to eat you for their food. At least the weather would be better.	joy	2	2	1	63	35000	6.0	7.0	7.0	6.5	7.0	3.857	1.0	2.0	5.0	210	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD.	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD. Did you see where that Australian hiker found after 2 weeks in Malaysian jungle. He only had one day of food with him. He lived on berries and stuff. I think I could survive in the woods like that. I know a lot about native plants so I would do pretty good. Of course as long as it wasn't some place cold. The jungle would be hard but only if there are wild animals that would like to eat you for their food. At least the weather would be better.	Australian hiker Andrew Gaskell, who went missing in Malaysia's Mulu National Park, has been found alive after two weeks. He survived by eating berries, bananas, and wild fruit. Gaskell was discovered covered in leeches and disoriented but is in stable condition with minor injuries. His friend described him as mentally strong, which likely helped him endure. Gaskell's family had difficulty contacting him due to poor mobile coverage in the hiking area.
328	2.3	3.0	After reading how so many people think Trump will ruin this country I think its fair to say some of our most beloved Presidents acted the same why yet we keep them up on pedestals. Today with social media we just see the problems more out in front since nothing is private anymore. I'm older 63 as you know and my mom and granny taught me how to behave. Don't go into a room with some man you don't know. If he tries something tell someone. All these ladies who kept quiet or were paid off in some way are just as big a part of the problem as any man who abuses them. Ladies time for us to take responsible for what happens.	anger	2	2	1	63	35000	6.0	7.0	7.0	6.5	7.0	3.857	1.0	2.0	5.0	210	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD.	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD. After reading how so many people think Trump will ruin this country I think its fair to say some of our most beloved Presidents acted the same why yet we keep them up on pedestals. Today with social media we just see the problems more out in front since nothing is private anymore. I'm older 63 as you know and my mom and granny taught me how to behave. Don't go into a room with some man you don't know. If he tries something tell someone. All these ladies who kept quiet or were paid off in some way are just as big a part of the problem as any man who abuses them. Ladies time for us to take responsible for what happens.	"Multiple studies show that Trump's sexist rhetoric can have a significant impact on thinking, stress, and self-esteem. Women have expressed feeling gross and objectified by his comments, and even trauma victims have been distressed by his behavior. Trump's defense that his words are ""just words"" or ""locker room talk"" does not render them harmless, as rude language can impair cognition and lead to less creative thinking. Uncivil political discourse, especially in a presidential debate, undermines trust in government and discourages women from running for office. Discriminatory speech has negative consequences for women, leading to anger, depression, and lower self-esteem. Different types of discrimination can compound each other, with women of color experiencing even greater harm. Trump's candidacy exposes the bleak state of gender relations in the US and raises questions about how sexism will be taken seriously in the future."
364	1.2	4.75	I just read about the Haitians who came here after the earthquake. While I wish we could help everyone we just can't. Only so many resources in this country and unless we want to become another 3rd world country we have to send them home. Make them wait in line just like any other legal immigrant. Why should they be given special privileges to be in this country. I hate to be mean but if you aren't here legally then you have to go home.	anger	2	2	1	63	35000	6.0	7.0	7.0	6.5	7.0	3.857	1.0	2.0	5.0	210	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD.	I am a 63-year-old female of the White race. I have a high school diploma and my income is 35000 USD. I just read about the Haitians who came here after the earthquake. While I wish we could help everyone we just can't. Only so many resources in this country and unless we want to become another 3rd world country we have to send them home. Make them wait in line just like any other legal immigrant. Why should they be given special privileges to be in this country. I hate to be mean but if you aren't here legally then you have to go home.	The Obama administration has announced that it will resume deportations of undocumented Haitian immigrants due to a surge in Haitian migrants seeking to enter the United States. After the 2010 earthquake in Haiti, deportations were suspended, but they were partially resumed later on for those convicted of serious crimes or considered a threat to national security. However, since last spring, thousands of Haitian migrants who had moved to Brazil for work have been making their way to the United States. These migrants have been allowed to enter the country and given permission to stay for up to three years under a humanitarian parole provision. With the full resumption of deportations, Haitians without visas will now be put into expedited removal proceedings. The surge in Haitian migrants has overwhelmed shelters in Tijuana, and many migrants have chosen to sleep on the streets. The change in American policy has surprised advocates in San Diego and Tijuana, who object to the policy change that does not reflect any actual change in reality.
8	1.2	5.0	No need to read this article for my fellow animal lovers.  Its just sad and kinda infuriating.  People are just worthless shits.  There really isnt much else to say about this.  It was a preventable accident that didnt have to happen but did anyway because of people's thoughtlessness and carelessness and probably for fucking financial reasons as well.	anger	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	140	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD.	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD. No need to read this article for my fellow animal lovers.  Its just sad and kinda infuriating.  People are just worthless shits.  There really isnt much else to say about this.  It was a preventable accident that didnt have to happen but did anyway because of people's thoughtlessness and carelessness and probably for fucking financial reasons as well.	Management and ownership at a Saskatoon dog kennel were warned about multiple serious problems with their animal care methods before the death of 14 large breed dogs. The kennel was warned about ventilation problems, among other issues, by a certified master trainer and kennel care expert. The SPCA also received a copy of the complaints but is unable to pursue them due to lack of power. The dogs died of heat exhaustion after a malfunction in the building's heating system caused the room they were in to become excessively hot. The kennel manager expressed remorse and stated that the upper-floor room where the deaths occurred has been closed off. The kennel will remain open. The kennel had previously received positive reviews from customers, but the trainer who raised concerns said that customers don't see the full picture. The trainer quit after management refused his suggestions and took his list of concerns to the SPCA. The SPCA is part of a coalition urging the provincial Ministry of Agriculture to reform legislation to better protect animals.
158	1.2	4.0	This is just more violent nonsense from the outrageous middle east.  Honestly, I dont care any longer.  All these people clutching to one religion or another (often just as a mask for their rage) and killing each other out of tribal animus.  It hasnt changed, well, ever.  I dont expect it to change now.  Its hopeless because people are just ignorant, solipsistic apes.  I just cant care any longer about these idiots.  Its horrible and tragic but it's all so preventable.	anger	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	140	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD.	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD. This is just more violent nonsense from the outrageous middle east.  Honestly, I dont care any longer.  All these people clutching to one religion or another (often just as a mask for their rage) and killing each other out of tribal animus.  It hasnt changed, well, ever.  I dont expect it to change now.  Its hopeless because people are just ignorant, solipsistic apes.  I just cant care any longer about these idiots.  Its horrible and tragic but it's all so preventable.	ISIS has executed 232 people near Mosul and taken tens of thousands as human shields against advancing Iraqi forces, according to the United Nations. The terror group carried out mass killings as punishment for defying its orders. Since October 17, ISIS has taken tens of thousands of men, women, and children from the outskirts of Mosul into the city, intending to use them as human shields. Iraqi forces have launched an operation to cut ISIS supply lines west of Mosul. Reports indicate that ISIS has abducted thousands of families from various areas. The use of human shields is a violation of international humanitarian law. The UN High Commissioner for Human Rights condemned ISIS's strategy and urged those fighting ISIS not to carry out revenge attacks. The Mosul operation has already displaced thousands of people, and camps have been set up to accommodate them. Civilians continue to flee despite the risks involved.
191	1.2	1.0	This is a nice little distillation of American culture.  I cant criticize the entire thing enough.  The shallowness of the need for fake aesthetics, the absurdity of the legal system, the shoddy products of huge corporations playing to the solipsism of American sheep.  It's just another sad piece of shit.  Calgon, take me away.	sadness	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	140	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD.	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD. This is a nice little distillation of American culture.  I cant criticize the entire thing enough.  The shallowness of the need for fake aesthetics, the absurdity of the legal system, the shoddy products of huge corporations playing to the solipsism of American sheep.  It's just another sad piece of shit.  Calgon, take me away.	L'Oréal is facing another lawsuit from a customer who claims that their hair relaxer product caused bald spots, burns, blistering, and scabs on her scalp. The customer relied on the promise of fuller, silkier hair but was disappointed with the results. This lawsuit follows similar allegations made by a group of angry customers in September. The plaintiff is seeking more than $5 million in damages on behalf of all women who were allegedly burned by the product.
267	1.2	1.0	Have I conveyed my misanthropy fully yet.  Read this for a laugh.  This is what journalists are doing.  We have an orange monkey destroying our nation and people spend time writing about something as meaningless as this.  A guy died.  Terribly sorry.  Happens thousands and thousands times a day.  Because this guy was an idiot it gets written up to feed the idiotic interests of the sheep.	anger	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	140	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD.	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD. Have I conveyed my misanthropy fully yet.  Read this for a laugh.  This is what journalists are doing.  We have an orange monkey destroying our nation and people spend time writing about something as meaningless as this.  A guy died.  Terribly sorry.  Happens thousands and thousands times a day.  Because this guy was an idiot it gets written up to feed the idiotic interests of the sheep.	"An Oregon man died in Yellowstone National Park after falling into a boiling, acidic spring while attempting to ""hot pot"" or soak in one of the park's thermal pools. The victim's sister witnessed the incident and reported it to park officials. The brother and sister had illegally ventured off the boardwalk at Norris Geyser Basin. Rescuers were unable to retrieve the body initially, and it was later determined that the extreme heat and acidity of the water had dissolved it. The park prohibits walking off the boardwalks or swimming in hot springs, but no citations have been issued in this case."
394	1.0	1.0	I didnt even bother reading this.  I skimmed it.  It's a meaningless bore.  Why Im writing you to tell you this is beyond me, but my masters here believe it will be revealing in some way.  And Im nothing if not a slave to my masters.  So I write.  To you, my friends.  I hope you will find more meaningful things to read and do than this kind of crap.	disgust	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	140	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD.	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 40000 USD. I didnt even bother reading this.  I skimmed it.  It's a meaningless bore.  Why Im writing you to tell you this is beyond me, but my masters here believe it will be revealing in some way.  And Im nothing if not a slave to my masters.  So I write.  To you, my friends.  I hope you will find more meaningful things to read and do than this kind of crap.	"Thousands of women in Iceland left work early to protest the gender wage gap. They gathered in Austurvollur square in Reykjavik, shouting ""Out"" to discrimination against women. The protest highlighted the 30% pay gap between men and women in Iceland. The demonstration aimed to bring attention to the issue and demand change. Despite Iceland's reputation as a gender-equal nation, progress on pay equity has been slow. The World Economic Forum's Global Gender Gap ranking shows that Iceland still has gaps in earned income and wages for similar work. The report also reveals that global progress towards economic parity between men and women has suffered setbacks in recent years. The gender pay gap persists due to various factors, including women entering less well-paid professions and the time it takes for employers' implicit gender biases to change. The protest in Iceland emphasizes the urgency of addressing the gender pay gap and the need for faster progress."
82	1.5	2.625	I had no earthly idea wearing contact lenses required this amount of discipline in order to avoid potential problems. I would much prefer to stick with glasses. What particularly concerns me is the potential for scarring on the cornea and any possible loss of visual acuity. Frankly, I don't like the idea of sticking something in my eye to begin with, and this has turned me off from contact lenses forever.	fear	1	4	1	39	48000	6.5	7.0	6.0	6.0	6.0	4.143	2.143	4.0	4.428999999999999	50	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD.	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD. I had no earthly idea wearing contact lenses required this amount of discipline in order to avoid potential problems. I would much prefer to stick with glasses. What particularly concerns me is the potential for scarring on the cornea and any possible loss of visual acuity. Frankly, I don't like the idea of sticking something in my eye to begin with, and this has turned me off from contact lenses forever.	A new analysis by the CDC reveals common mistakes made by contact lens wearers that can lead to eye infections. The study found that 25.1% of eye infection cases were linked to misuse of contact lenses, including sleeping in them or wearing them for longer than recommended. Other forms of misuse included using expired lenses, storing lenses in tap water, and wearing them while swimming. The CDC warns that sleeping in contact lenses can increase the risk of infections, and wearers of daily disposable lenses have a lower risk.
127	6.2	3.25	So apparently even turtles are poised to suffer from our careless destruction of the planet vis a vis degradation to habitats due to climate change. Though it seems like they will be able to withstand the changes in temperature, it is not at all clear what will be the outcome of the potentially lost habitats they live in due to climate change. These guys have been around longer than we have, as a species. It's really sad to think that we would be responsible for endangering them even further than we already have.	sadness	1	4	1	39	48000	6.5	7.0	6.0	6.0	6.0	4.143	2.143	4.0	4.428999999999999	50	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD.	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD. So apparently even turtles are poised to suffer from our careless destruction of the planet vis a vis degradation to habitats due to climate change. Though it seems like they will be able to withstand the changes in temperature, it is not at all clear what will be the outcome of the potentially lost habitats they live in due to climate change. These guys have been around longer than we have, as a species. It's really sad to think that we would be responsible for endangering them even further than we already have.	New research suggests that habitat degradation poses a greater risk to the survival of turtles and tortoises than rising global temperatures. Over 60% of these species are listed as vulnerable, endangered, or critically endangered due to factors such as trading, collection for food and medicine, and habitat degradation. The study used climate models and the fossil record to investigate the impact of long-term climate change on these species. Results show that turtles and tortoises were able to withstand warmer climates in the past as long as there was enough water to support them. However, they are highly sensitive to changes in temperature and rainfall, making climate change a significant threat to their conservation status.
215	6.2	1.875	I had no earthly idea that Michael Douglas had battled oral cancer. I found out in an article talking about a remark he apparently made regarding Val Kilmer, who ostensibly also may or may not be battling oral cancer. Setting aside the absurdity of the media relaying a he said-she said moment with no relevance to the greater world beyond the individuals to whom it applies, it is terrifying to think how prevalent cancer is.	fear	1	4	1	39	48000	6.5	7.0	6.0	6.0	6.0	4.143	2.143	4.0	4.428999999999999	50	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD.	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD. I had no earthly idea that Michael Douglas had battled oral cancer. I found out in an article talking about a remark he apparently made regarding Val Kilmer, who ostensibly also may or may not be battling oral cancer. Setting aside the absurdity of the media relaying a he said-she said moment with no relevance to the greater world beyond the individuals to whom it applies, it is terrifying to think how prevalent cancer is.	"Actor Michael Douglas has expressed concerns about the health of his former co-star Val Kilmer, suggesting that Kilmer is dealing with oral cancer. However, Kilmer has dismissed these claims and continues to make promotional plans for his movie ""Cinema Twain."" Kilmer has previously faced rumors about his health, but he has denied them and has since had a tracheostomy tube removed. Douglas, who battled stage four oral cancer himself, has stated that Kilmer's situation does not look good."
318	6.5	3.0	I just read the most disturbing article about Terry Jones -- that actor who used to be on Monty Python. Apparently he has a relatively serious form of dementia known as primary progressive aphasia which affects the ability to speak, recall words, and generally be able to communicate with people. So terribly sad. I can't even imagine how his family must feel. It would be terrible to watch someone you love slowly deteriorate like that,.	sadness	1	4	1	39	48000	6.5	7.0	6.0	6.0	6.0	4.143	2.143	4.0	4.428999999999999	50	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD.	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD. I just read the most disturbing article about Terry Jones -- that actor who used to be on Monty Python. Apparently he has a relatively serious form of dementia known as primary progressive aphasia which affects the ability to speak, recall words, and generally be able to communicate with people. So terribly sad. I can't even imagine how his family must feel. It would be terrible to watch someone you love slowly deteriorate like that,.	"Terry Jones, an original member of Monty Python, has been diagnosed with primary progressive aphasia, a variant of frontotemporal dementia. This illness affects his ability to communicate, and he is no longer able to give interviews. Despite his condition, Jones will still be recognized for his Outstanding Contribution to Film and Television at an awards ceremony in Cardiff. Primary progressive aphasia is a rare syndrome that affects a person's ability to express thoughts and find words. The news of Jones's diagnosis has saddened fans and garnered support from fellow Monty Python member Eric Idle. Jones, known for his work in Monty Python and films such as ""Life of Brian"" and ""The Meaning of Life,"" has also directed dramas and released a documentary on the economy."
392	6.5	3.625	It's just so distressing to read about the negative effects we constantly have on defenseless animals. Human beings need to be more respectful of the planet and its native biodiversity. I just finished reading an article about an endangered species in the Gulf called the Vaquita that is slated to be extinct by 2022 due to nothing beyond happening to be in the water where people are fishing. It's just so thoughtless, so shortsighted, and so frustratingly preventable.	anger	1	4	1	39	48000	6.5	7.0	6.0	6.0	6.0	4.143	2.143	4.0	4.428999999999999	50	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD.	I am a 39-year-old male of the White race. I have completed some college but do not have a degree. My annual income is 48000 USD. It's just so distressing to read about the negative effects we constantly have on defenseless animals. Human beings need to be more respectful of the planet and its native biodiversity. I just finished reading an article about an endangered species in the Gulf called the Vaquita that is slated to be extinct by 2022 due to nothing beyond happening to be in the water where people are fishing. It's just so thoughtless, so shortsighted, and so frustratingly preventable.	The vaquita, the most endangered marine mammal on Earth, is facing extinction due to gill net fishing and the illegal trade of totoaba. Urgent conservation measures were approved to protect the vaquita, including a permanent ban on gill net fishing and efforts to crack down on the totoaba trade. However, experts argue that these measures are not enough to save the species. The current plan neglects local livelihoods, fails to involve local fishermen in designing a sustainable management plan, and does not adequately address the totoaba trade. The ban on gill nets is seen as a step forward, but more interventions are needed to ensure the vaquita's recovery. This case highlights the challenges and complexities of endangered species conservation. Conservation efforts often come too late or lack the thoroughness needed to make a lasting impact. A long-term vision and proactive action are necessary to effectively conserve species and natural resources.
28	6.5	5.5	I just read an article about elephants and how they are becoming extinct due to people being more concerned towards their need fr ivory than they are for the precious lives of elephants. I don't understand why people have such little regards for the well being of the elephant species, knowing that they are on the verge of extinction and it upsets me severerly knowing that we are taking them for granted.	sadness	1	2	1	30	25000	7.0	5.5	4.0	7.0	5.5	5.0	3.857	4.0	5.0	5	I am a 30-year-old male of the White race. I completed a high school diploma and earn 25000 USD.	I am a 30-year-old male of the White race. I completed a high school diploma and earn 25000 USD. I just read an article about elephants and how they are becoming extinct due to people being more concerned towards their need fr ivory than they are for the precious lives of elephants. I don't understand why people have such little regards for the well being of the elephant species, knowing that they are on the verge of extinction and it upsets me severerly knowing that we are taking them for granted.	A study suggests that legalizing the ivory trade would lead to the extinction of elephants, as the demand for ivory far exceeds what can be sustainably harvested. The researchers argue that even in the best-protected elephant populations, it is not possible to harvest enough ivory without driving the elephants to extinction. The demand for ivory in Asia results in the killing of around 27,000 elephants each year. The study emphasizes the need to focus on reducing demand for ivory in order to save elephants from extinction. Additionally, the study highlights the importance of accurately determining the amount of ivory within each country's borders to set sustainable quotas. The Kenya government recently destroyed over 100 tons of elephant ivory in an effort to combat the illegal ivory trade.
111	3.2	7.0	Unbelievable! I just read an very disturbing article about a 23 year old male teacher charged with multiple counts of child pornography that was taking place at the school he teached in. He managed to get away with this crime for a very long time as he lured hundreds of children into his scheme before finally getting busted. It really pisses me off that scum bags like this are allowed near our children and I hope he gets a max sentence!	anger	1	2	1	30	25000	7.0	5.5	4.0	7.0	5.5	5.0	3.857	4.0	5.0	5	I am a 30-year-old male of the White race. I completed a high school diploma and earn 25000 USD.	I am a 30-year-old male of the White race. I completed a high school diploma and earn 25000 USD. Unbelievable! I just read an very disturbing article about a 23 year old male teacher charged with multiple counts of child pornography that was taking place at the school he teached in. He managed to get away with this crime for a very long time as he lured hundreds of children into his scheme before finally getting busted. It really pisses me off that scum bags like this are allowed near our children and I hope he gets a max sentence!	A former elementary school volunteer, Deonte Carraway, has been indicted on two additional sex charges by a federal grand jury. He now faces a total of 15 federal counts of sexual exploitation of a minor to produce child pornography. The charges involve an additional child and video known to county investigators, but do not increase the number of known victims. Carraway also faces local charges in Prince George's County, where he was indicted on 270 counts of sex crimes and child pornography involving 23 children. Carraway allegedly used cellphones and an anonymous social media app to solicit videos and photos of children performing sexual acts at various locations. He is scheduled for trial in federal court on March 14.
